Height,Weight,Age,Gender,Activity,Diet,Health Goal,Breakfast,B_Calories,B_Carbs,B_Protein,B_Fats,Lunch,L_Calories,L_Carbs,L_Protein,L_Fats,Dinner,D_Calories,D_Carbs,D_Protein,D_Fats
173,90,47,Male,Lightly Active,Non-Vegetarian,Maintain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Chicken Curry & Steamed Rice + Guava,650,96,35,18,Grilled Fish & Millet Roti + Sprout Salad,550,76,30,14
163,81,50,Female,Lightly Active,Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
179,77,18,Female,Very Active,Non-Vegetarian,Maintain,Prawn Masala & Ragi Idli + Guava,350,55,22,9,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Palak Paneer & Chapati + Guava,490,80,22,12
173,56,56,Male,Very Active,Non-Vegetarian,Maintain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
158,84,35,Male,Sedentary,Vegetarian,Weight Loss,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Rajma Masala & Bajra Roti + Mango,490,80,21,11
179,91,27,Male,Lightly Active,Vegetarian,Weight Loss,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
183,75,34,Female,Very Active,Vegetarian,Muscle Gain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
156,83,55,Male,Very Active,Non-Vegetarian,Maintain,Idli & Sambar + Banana,280,50,10,2,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
173,56,40,Female,Very Active,Non-Vegetarian,Weight Loss,Methi Thepla & Yogurt + Guava,340,58,14,7,Mutton Kurma & Ghee Rice + Spinach Stir Fry,720,96,40,22,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
168,93,44,Male,Sedentary,Vegetarian,Weight Loss,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
166,74,59,Female,Lightly Active,Vegetarian,Muscle Gain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
184,72,49,Male,Lightly Active,Non-Vegetarian,Maintain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Curd Rice & Pomegranate + Almonds,450,74,17,10
168,75,37,Female,Very Active,Non-Vegetarian,Maintain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Mutton Rogan Josh & Jeera Rice + Spinach Stir Fry,750,98,42,24,Egg Pepper Masala & Chapati + Buttermilk,540,75,28,12
164,86,25,Female,Very Active,Vegetarian,Muscle Gain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
170,61,48,Male,Moderately Active,Non-Vegetarian,Weight Loss,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
188,75,42,Female,Sedentary,Non-Vegetarian,Weight Loss,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
152,100,31,Female,Moderately Active,Non-Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Paneer Bhurji & Whole Wheat Roti + Fig,520,85,25,12
186,70,55,Male,Sedentary,Vegetarian,Muscle Gain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
160,97,47,Male,Very Active,Vegetarian,Muscle Gain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
175,77,23,Female,Sedentary,Vegetarian,Muscle Gain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Palak Paneer & Chapati + Guava,490,80,22,12
180,81,56,Male,Sedentary,Vegetarian,Maintain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
174,99,59,Male,Very Active,Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
154,84,38,Female,Sedentary,Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Palak Paneer & Chapati + Guava,490,80,22,12
181,59,35,Male,Lightly Active,Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
164,95,28,Female,Lightly Active,Non-Vegetarian,Maintain,Egg Podimas & Whole Wheat Bread + Apple,340,50,18,7,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Egg Bhurji & Chapati + Watermelon,570,88,30,16
172,63,54,Male,Moderately Active,Vegetarian,Maintain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
184,56,24,Female,Sedentary,Vegetarian,Maintain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
159,67,59,Female,Lightly Active,Vegetarian,Maintain,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
151,68,43,Female,Very Active,Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
174,78,60,Male,Lightly Active,Non-Vegetarian,Maintain,Egg Podimas (Scrambled Egg) & Whole Wheat Bread + Chikku,330,52,18,7,Egg Masala & Ghee Rice + Carrot Raita,620,92,28,17,Mutton Soup & Millet Roti + Spinach Stir Fry,650,90,40,18
157,53,57,Male,Very Active,Vegetarian,Muscle Gain,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
187,74,29,Male,Moderately Active,Vegetarian,Maintain,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
171,97,26,Female,Very Active,Vegetarian,Maintain,Ragi Porridge & Almonds + Orange,280,50,10,4,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
163,92,54,Female,Sedentary,Non-Vegetarian,Weight Loss,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Grilled Chicken & Bajra Roti + Curd,670,95,38,20
187,51,59,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
173,63,18,Female,Lightly Active,Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Green Gram Sundal & Chapati + Banana,460,75,19,9
150,94,50,Male,Moderately Active,Vegetarian,Muscle Gain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
180,85,40,Male,Lightly Active,Vegetarian,Maintain,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
151,82,32,Female,Moderately Active,Non-Vegetarian,Weight Loss,Ragi Porridge & Almonds + Chikku,290,48,10,4,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Chicken Curry & Brown Rice + Guava,580,85,36,14
183,56,53,Female,Lightly Active,Vegetarian,Maintain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Curd Rice & Pomegranate + Almonds,450,74,17,10
167,69,58,Female,Moderately Active,Vegetarian,Maintain,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
152,52,48,Female,Sedentary,Vegetarian,Maintain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
178,63,59,Male,Moderately Active,Vegetarian,Weight Loss,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
176,99,42,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Egg Pepper Fry & Lemon Rice + Spinach Salad,640,92,34,18,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
171,72,20,Female,Lightly Active,Non-Vegetarian,Maintain,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Fish Fry & Millet Rice + Pomegranate,620,90,30,16,Chicken Stew & Appam + Cabbage Poriyal,610,85,35,16
156,62,56,Male,Moderately Active,Vegetarian,Maintain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Brinjal Gothsu & Millets + Apple,470,70,20,8
171,95,37,Male,Moderately Active,Non-Vegetarian,Weight Loss,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Egg Bhurji & Chapati + Watermelon,570,88,30,16
159,75,36,Male,Very Active,Vegetarian,Maintain,Dosa & Coconut Chutney + Orange,320,55,8,5,Vegetable Biryani & Raita + Guava,580,88,20,14,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
180,93,44,Female,Very Active,Non-Vegetarian,Maintain,Pumpkin Paratha & Coriander Chutney + Pomegranate,330,57,12,6,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
166,85,45,Female,Moderately Active,Vegetarian,Muscle Gain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
157,58,49,Female,Sedentary,Non-Vegetarian,Weight Loss,Idli & Sambar + Banana,280,50,10,2,Chicken Curry & Steamed Rice + Guava,650,96,35,18,Palak Paneer & Chapati + Guava,490,80,22,12
177,63,41,Female,Lightly Active,Non-Vegetarian,Weight Loss,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
187,69,21,Female,Very Active,Vegetarian,Muscle Gain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Adai & Avial + Mixed Fruit Salad,490,75,22,10
150,96,53,Male,Very Active,Non-Vegetarian,Maintain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Mutton Kurma & Ghee Rice + Spinach Stir Fry,720,96,40,22,Brinjal Gothsu & Millets + Apple,470,70,20,8
178,72,42,Female,Very Active,Non-Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
188,68,26,Male,Very Active,Vegetarian,Muscle Gain,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Vegetable Biryani & Raita + Guava,580,88,20,14,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
181,59,44,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Tomato Kurma & Whole Wheat Roti + Carrot Raita,460,75,18,9
177,66,51,Female,Sedentary,Non-Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Mutton Curry & Red Rice + Beetroot Salad,720,95,38,20,Chicken Curry & Brown Rice + Guava,580,85,36,14
168,90,37,Female,Lightly Active,Non-Vegetarian,Weight Loss,Egg Podimas (Scrambled Egg) & Whole Wheat Bread + Chikku,330,52,18,7,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Grilled Fish & Millet Roti + Sprout Salad,550,76,30,14
153,73,19,Male,Sedentary,Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
181,84,24,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Tandoori Chicken & Whole Wheat Roti + Cucumber Salad,700,100,40,22,Rajma Masala & Bajra Roti + Curd,500,82,23,13
173,61,52,Male,Very Active,Non-Vegetarian,Weight Loss,Fish Tawa Fry & Red Rice Idiyappam + Banana,360,53,21,8,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Green Gram Sundal & Chapati + Banana,460,75,19,9
173,82,58,Female,Very Active,Non-Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
151,94,59,Male,Very Active,Non-Vegetarian,Weight Loss,Egg Curry & Chapati + Papaya,350,50,18,7,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Egg Pepper Masala & Millet Roti + Papaya,590,85,32,15
178,73,57,Male,Moderately Active,Vegetarian,Weight Loss,Dosa & Coconut Chutney + Orange,320,55,8,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
168,66,41,Female,Very Active,Vegetarian,Weight Loss,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
180,96,44,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Egg Appam & Coconut Stew + Muskmelon,340,54,15,7,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Grilled Fish & Millet Roti + Sprout Salad,550,76,30,14
154,55,58,Female,Moderately Active,Non-Vegetarian,Weight Loss,Prawn Masala & Ragi Idli + Guava,350,55,22,9,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Grilled Chicken & Bajra Roti + Curd,670,95,38,20
180,66,31,Male,Very Active,Non-Vegetarian,Muscle Gain,Egg Curry & Chapati + Papaya,350,50,18,7,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
174,100,57,Female,Moderately Active,Vegetarian,Weight Loss,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
173,97,35,Female,Lightly Active,Vegetarian,Muscle Gain,Methi Paratha & Curd + Banana,350,60,11,8,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Tomato Kurma & Whole Wheat Roti + Carrot Raita,460,75,18,9
154,91,53,Male,Sedentary,Non-Vegetarian,Muscle Gain,Methi Paratha & Curd + Banana,350,60,11,8,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Fish Curry & Brown Rice + Cabbage Poriyal,610,88,32,16
180,83,35,Male,Sedentary,Vegetarian,Muscle Gain,Ragi Porridge & Almonds + Orange,280,50,10,4,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Palak Paneer & Chapati + Guava,490,80,22,12
179,100,33,Female,Moderately Active,Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Green Gram Sundal & Chapati + Banana,460,75,19,9
160,82,30,Female,Sedentary,Non-Vegetarian,Weight Loss,Methi Thepla & Yogurt + Guava,340,58,14,7,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Prawn Masala & Red Rice + Guava,640,92,34,18
168,84,18,Female,Moderately Active,Non-Vegetarian,Weight Loss,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Chicken Chettinad & Chapati + Spinach Salad,680,90,35,18,Grilled Chicken & Bajra Roti + Curd,670,95,38,20
168,57,41,Male,Very Active,Vegetarian,Muscle Gain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
170,78,41,Female,Moderately Active,Vegetarian,Maintain,Ragi Porridge & Almonds + Orange,280,50,10,4,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Rajma Masala & Bajra Roti + Mango,490,80,21,11
172,60,59,Male,Lightly Active,Vegetarian,Maintain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
183,71,59,Male,Moderately Active,Non-Vegetarian,Weight Loss,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Egg Omelette & Steamed Rice + Beetroot Salad,600,90,30,16
152,65,59,Male,Very Active,Non-Vegetarian,Maintain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
162,78,32,Female,Sedentary,Vegetarian,Muscle Gain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
155,95,58,Male,Moderately Active,Vegetarian,Weight Loss,Methi Paratha & Curd + Banana,350,60,11,8,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
168,62,27,Male,Very Active,Vegetarian,Maintain,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Curd Rice & Pomegranate + Almonds,450,74,17,10
159,50,56,Female,Lightly Active,Non-Vegetarian,Maintain,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Rajma Masala & Bajra Roti + Curd,500,82,23,13
178,84,57,Female,Moderately Active,Non-Vegetarian,Maintain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
179,52,34,Male,Very Active,Vegetarian,Weight Loss,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
158,96,18,Male,Lightly Active,Non-Vegetarian,Weight Loss,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Fish Fry & Red Rice + Sprouted Moong Salad,620,82,38,15
168,76,18,Male,Moderately Active,Vegetarian,Muscle Gain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
182,64,45,Male,Moderately Active,Vegetarian,Maintain,Idli & Sambar + Banana,280,50,10,2,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
160,50,21,Female,Sedentary,Vegetarian,Weight Loss,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
181,79,54,Male,Very Active,Non-Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Egg Podimas & Jeera Rice + Spinach Salad,550,80,28,14
178,74,46,Male,Very Active,Non-Vegetarian,Muscle Gain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
174,68,32,Female,Sedentary,Non-Vegetarian,Weight Loss,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Grilled Fish & Jeera Rice + Curd,630,92,34,18
173,100,36,Male,Lightly Active,Vegetarian,Maintain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Curd Rice & Pomegranate + Almonds,450,74,17,10
158,62,55,Female,Lightly Active,Non-Vegetarian,Weight Loss,Mutton Kheema Dosa & Onion Chutney + Dates,380,56,23,10,Fish Curry & Red Rice + Beetroot Salad,620,85,30,15,Adai & Avial + Mixed Fruit Salad,490,75,22,10
166,57,18,Female,Very Active,Vegetarian,Muscle Gain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
161,86,38,Male,Sedentary,Vegetarian,Weight Loss,Idli & Sambar + Banana,280,50,10,2,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
152,99,45,Female,Very Active,Non-Vegetarian,Weight Loss,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Chicken Sukka & Chapati + Tomato Soup,680,92,34,18,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
180,61,38,Female,Lightly Active,Non-Vegetarian,Weight Loss,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
186,76,52,Female,Sedentary,Non-Vegetarian,Weight Loss,Idli & Sambar + Banana,280,50,10,2,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Green Gram Sundal & Chapati + Banana,460,75,19,9
172,71,46,Female,Sedentary,Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
150,62,54,Male,Moderately Active,Vegetarian,Weight Loss,Methi Paratha & Curd + Banana,350,60,11,8,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Green Gram Sundal & Chapati + Banana,460,75,19,9
190,90,45,Male,Very Active,Non-Vegetarian,Muscle Gain,Appam & chicken Curry + Kiwi,340,55,12,6,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
